distancia_km,trafico,clima,hora_pico,tiempo_entrega
71.174447815849,91.1062281929145,1,1,112.49267234913646
10.094417558683944,15.71066388846123,1,1,25.930865991177768
36.93009741711944,12.87546829051104,0,1,55.981812078951066
61.84394573262032,29.39553555737477,1,0,59.17292436478365
76.79956392365806,77.25983552593921,1,0,95.06956890189603
42.04651648468028,74.67680748333261,0,0,75.97561692941053
69.98245239534025,82.53311099533566,1,0,92.25251741394004
44.77776847775697,6.528237985592023,0,0,44.08633377500159
38.305990344245046,34.381373401081305,0,0,52.835478975936695
36.81931419303675,72.96044048195971,0,1,85.93567159540926
82.747195363187,90.713449691554,0,0,116.5544811363266
82.78455838555868,30.93567361527829,1,1,91.6954835160861
17.77652099830791,50.64745924990734,0,0,44.5449464236
32.94140977742552,6.930813217168175,0,0,34.81853443052451
70.2260294687571,3.9208076900914657,0,0,63.14122742005142
40.22586363163736,77.72100433631546,1,0,66.04119307346761
5.127111429315933,61.05418981836405,0,0,39.62878405263477
76.0147043820655,37.75217613149879,1,1,89.68785157140181
31.08508223076948,70.70987121470732,0,0,65.22300139196925
65.29194862005247,31.66184499555098,1,1,78.06448139381746
66.0064191951046,20.357760435051865,0,1,82.98401557360961
90.33114466901031,22.87491303162201,0,1,103.70237225101926
42.2097193501914,23.289333381638897,0,1,65.41244217097257
52.45017062936188,49.671396557795,0,0,71.795834782387
32.09130697653314,92.0878933669878,1,0,66.71699226472042
99.22557393607936,75.47310349949616,0,0,122.11701089861155
73.4178609604625,69.27626401921047,1,1,103.37242077797524
23.5917111438102,65.79899309458493,0,1,71.77286546234063
77.16512204449299,52.35147866727949,1,0,82.90783696923414
53.43808629775748,21.184737491164384,0,0,58.34283778378818
14.675651293872429,44.443696448461765,0,1,53.96236925932882
45.59995481721014,62.21712367917456,0,0,72.5885256933554
61.77418655992968,12.091198635633493,1,0,50.46494856576049
68.20674177535876,83.34286623386564,0,1,116.23682653721984
19.130379395590403,68.85729467089526,1,0,44.73295085191995
23.15046026016645,94.78932357656235,0,0,70.91502999641433
50.79529115719299,5.203079505089581,1,1,53.23777267829919
49.39097454170134,43.94817829419196,1,0,56.48686878045706
61.96672752266538,87.28868858781166,0,1,113.21772631203814
43.97006215333133,71.93583673426173,1,0,66.14396808979593
61.93660046317198,58.69106018093494,1,1,88.89481046100505
94.59862353379567,53.07112528205015,0,1,122.2144614680616
14.514136096650954,7.298049311500021,1,1,25.260333533070774
49.166441901765765,87.22989215768814,0,0,87.94809960025668
91.1416631672166,25.59431199911869,0,1,105.7104865333326
59.354690349546736,43.07050728093312,0,0,74.01900592010395
99.64793187780658,25.720203223575545,0,0,97.57844711403304
19.64399952881738,4.879803362343271,1,0,13.15510130422554
43.21490503142594,5.550872353539971,0,0,42.34736020191074
80.0324550562901,9.78854974131812,1,0,63.92023891569114
26.09217481564864,72.42835970895895,0,1,77.08791970699839
58.78949096842765,46.25854240485787,1,1,80.16086397717106
16.897023711148705,5.21065558057362,0,0,21.12294675920577
39.30252116111925,7.58094574633107,1,1,45.23248980206094
13.890699313282706,67.6821511611236,1,0,39.95363503118797
56.22849451944766,23.17471372732788,1,0,51.57015247922208
41.18933759545244,30.31702660177298,1,0,43.10998337724844
97.12365688584543,74.8176138216775,0,1,135.10773241951512
93.42620573459054,41.53025631900815,0,1,115.50609274717652
80.58723612471276,6.045233588131538,1,1,77.49240569383598
87.14466570575682,51.66908286745353,0,1,115.55027399833224
43.49887409169675,92.87830053082878,1,1,91.23824953877178
14.73490270963016,4.362648465258867,0,0,18.96924640033356
9.504520575249764,63.97312145430698,0,0,44.5901771873533
99.41777421745113,87.0097890966238,0,1,143.0391139222728
44.14269613130812,71.96190734647982,0,0,76.2951105782864
56.67192838676735,2.3847840829440914,1,0,41.52993475088593
62.981306643247024,32.27440889891731,0,1,86.52224976405627
38.38141069135788,71.05064205619769,1,1,76.23044958118516
39.73491566947413,39.38531015372232,0,1,71.48058761244046
64.11736246640056,64.38188151474291,1,0,78.48483073049192
69.36651979074136,33.53465383191101,1,0,67.2605427485486
77.42020803263424,60.14604789392125,1,0,87.00919037306801
49.546996308111616,70.13888102872252,0,0,79.70703756085055
59.13543621006131,76.99798075571265,0,1,105.80733934590538
54.955514588575625,99.10664296163748,0,1,113.51773315167924
0.8315573477022831,18.43627843163361,0,0,14.883385093978632
62.20783678843491,89.50263930969415,0,0,99.517589085595
80.88291683679786,2.7266209660888,1,0,61.06964395248269
5.080372603035843,68.06141410158594,0,1,58.09500513322165
4.464641507267864,27.8712791609667,1,1,27.50735278629764
19.42468822823894,33.17970665772055,1,0,27.129603911451422
86.6641425264219,54.77163883192348,0,1,116.71713343709924
24.64100721722864,14.938593524205002,0,1,47.18210253588542
17.698544717073773,94.43991314620138,0,1,81.37879234675971
69.2506639847068,91.53431593008628,0,1,121.16768915280858
21.26548857504096,12.350909876491755,1,0,18.187845798278644
22.297347846265115,51.7001122254827,1,0,38.68793438975344
23.880716634366195,94.2250087578829,1,0,61.21707768643441
98.51693852121257,54.41381449538144,0,1,126.0204580646608
44.02749958170338,34.28951178005924,0,0,57.36675555539233
25.625379322070277,30.57353689658853,0,0,40.78707190595048
32.95152105045135,3.3516685438170657,1,0,23.037051112269616
93.8160297922126,44.8763046379576,0,0,102.49097615274889
10.909248440378082,80.93972198887072,0,1,69.19725974673783
43.5179433605267,45.97618480418775,0,1,77.80244709051523
4.579322200049996,55.64781242411112,1,0,26.48736397209556
90.05036805651126,14.472778635417672,1,0,74.27668376291786
11.354286559849369,34.82859494468049,1,1,36.49772672021974
31.93624237212581,91.69310084696414,0,0,76.39554432118273
70.7448262333515,40.708575519148894,0,1,96.95014874625564
32.29125647266803,78.73559806785799,1,1,75.20080421206342
92.40479675055876,26.39064147582656,0,1,107.1191581383603
27.169947949256425,10.116800586454854,0,1,46.79435865263257
11.246116241274764,97.36913070856076,0,0,62.68145834730019
0.3800541839654281,49.75415663494936,0,1,45.18112166464702
63.91219511261588,99.1839153137726,1,0,95.721713746979
32.94770359195645,52.42843739063772,1,1,62.57238156888402
63.84939812349227,87.61742264044433,0,1,114.88822981901598
76.78271015032819,60.26006341973957,0,1,111.55619983013231
40.77235970520277,21.134311719688935,0,0,48.18504362400669
83.67293617265965,31.65746070545403,0,0,87.76707929085474
0.46431165038332,90.3983954859337,0,0,50.57064706327351
12.129650868984132,63.21806333585197,0,0,46.31275236311329
54.4441154260807,58.831897960503966,0,1,92.97124132111654
36.84811127139429,15.283046509136032,1,1,47.12001227168345
49.18762284570721,57.09325568275848,0,0,72.89672611794501
31.50751443175469,26.53226853009143,0,1,58.47214581044947
18.800985304983985,83.31047316138816,0,1,76.69602482468127
1.4910514748170067,76.15627647746727,0,1,59.270979418587245
16.212131452400058,28.532841122805,0,0,32.236125723322544
77.27553977752945,61.98378879320272,1,1,102.81232621862492
71.19590658675521,36.11043985204787,1,0,70.01194519542811
41.84274043983669,50.02889065718512,1,0,53.48863768046192
67.53697431971737,75.22458575764658,1,0,86.6418723345972
23.91345283759685,92.359589485692,0,1,85.31055701292348
62.06842942215215,2.670845348671924,1,0,45.99016621205769
37.7482646157441,37.35527445529549,0,0,53.87624892024303
90.8994865260796,39.31972991519898,0,1,112.37945417846316
13.51331988749207,44.45602447038151,0,0,38.03866814518441
93.35404869609476,79.68031472085728,1,0,109.52339631730445
48.58925412759339,44.92036230957172,0,1,81.33158445686058
68.78867568455645,69.50998771720262,0,1,109.78593440624648
83.73657183932839,99.8809616158024,0,0,121.92973827936392
8.207090088317681,21.903173181037616,0,0,22.517258661172956
48.87834039982479,10.372676334269093,1,0,39.28901048699438
72.8950525608252,21.84018271837912,0,1,89.23613340784972
54.83780097442552,51.45298035975973,0,0,74.59673095942028
9.496537899953315,81.61954030138037,0,0,53.40700047065284
97.700625051113,37.63658309587724,1,0,91.97879158882904
23.74677854544445,12.797201730053231,0,1,45.39602370138218
58.29189525594408,9.199861813050669,1,0,46.23344711128061
24.468356384889823,14.943182977861124,1,0,22.046276596842425
79.93906021595303,93.75523881050523,0,1,130.82886757801506
61.32626309502999,41.25042894748465,1,1,79.68622494976631
97.31655102095873,93.81351502589148,1,1,134.75999832971272
22.2529875206846,53.80678527485042,0,1,64.70578265397289
44.64377407918349,9.499069024352991,1,0,35.464553775523285
52.54669676518032,61.04092895840204,1,0,67.55782189134528
23.82846039739076,91.7277635469066,0,1,84.9266500913659
45.21003800652029,52.065278834576254,1,0,57.200669822504366
46.65136481731479,79.5373442190031,0,0,82.08976396335339
79.29097103121798,0.177535856389599,1,0,58.52154475316918
7.982872959213605,85.14734375004508,1,1,58.95997024239343
29.15298697701212,50.54726559987655,1,1,58.59602238154797
49.52807686031864,72.40946407550489,1,0,70.82719352600736
66.57564615612154,41.96266474123658,1,1,84.24184929551552
92.02115448020967,95.81040672179442,1,0,116.52212694506495
97.96469459610208,83.54457003200567,0,0,125.14404069288447
70.087887626292,6.250081878086533,1,0,54.19535104007687
1.407932122788369,57.14301426008653,1,0,24.69785282827396
72.69107558146148,44.87305111688343,1,0,75.5893860236109
93.18829588013628,1.2962068271025309,0,1,95.1987401176603
54.96150147034344,90.7416046152796,0,0,94.34000348391456
12.600125195937151,73.98358189788092,1,0,42.071891105690185
22.164283561781478,16.597365395637887,0,1,46.03010954724412
49.80880247305659,70.08370761525359,0,1,94.88889578607208
56.90127751630097,23.73702355878841,1,0,52.38953379243499
98.20085368937514,86.73438551615914,0,1,141.92787570957967
19.192850393995407,33.980796946257186,0,1,52.34467878832492
58.94998563225328,64.09317558753193,0,0,84.20657629956858
64.66769819101697,27.30064938698248,0,1,85.38448324630481
10.79220807873985,59.2613514503184,1,0,33.26444218815108
0.2319602621783434,79.83495871238115,0,0,45.10304756593325
80.36228112241612,64.53727035433474,1,0,91.55846007510029
56.20706241966205,64.84969384091195,1,1,87.39049685618562
43.984345463113385,18.34618505301672,0,0,49.36056889699907
47.02376272699578,27.86876777564896,1,1,61.5533940694211
32.35160011937095,10.016824737150388,0,1,50.88969246407196
22.057518389863663,24.369208662610152,0,1,49.83061904319601
94.33125561796956,83.8231971040376,1,0,112.37660304639446
67.2582318607311,44.029765277891954,0,0,80.82146812753086
65.47250271339087,19.92084587416435,1,0,57.33842510779488
76.12407566220674,95.38221534094414,0,1,128.59036820023746
77.62116194994478,96.08475840362424,0,0,115.13930876176796
1.6907874964525615,23.88103554145887,0,0,18.293147767891483
45.031274759741,96.20414440116228,0,1,104.12709200837396
73.41619560960532,22.765969987058188,1,0,65.11594148121335
74.27026929195651,80.97491751294731,0,0,104.90367419003888
65.40778807455202,75.18827646767147,0,0,94.92036869347734
4.574678591016967,17.538960185300155,1,0,10.0
51.79112475544444,38.80551481529421,1,1,70.83565721200266
47.0322560657678,27.62747173239805,0,0,56.43954071881326
50.65621565391184,36.03686789047343,1,1,68.54340646836619
61.05339140860968,18.594284039924435,1,0,53.13985514684997
83.6189685476391,41.57239514538201,0,0,92.6813724108023
0.6433682738222091,25.790449633705855,1,1,23.409919435910695
35.08642118054885,74.04005120203222,0,1,85.0891625454552
31.898156972767666,28.98983441479077,0,0,45.01344278560952
22.19559658267879,87.64518368733562,1,1,71.57906910981085
58.76300530084366,54.93615122469924,1,1,84.47847985302455
43.80083254162418,48.33710328464299,0,1,79.20921767562083
72.3762636476064,64.22087881074806,0,1,110.01145032345914
18.17613231262896,52.832255726397136,1,0,35.95703371330173
32.41785100115293,65.2591298676994,1,1,68.56384573477204
58.8188839132494,10.462244999944035,0,0,57.28622963057154
94.74407518172666,25.90181679272524,1,1,98.74616854174396
1.7007037561640348,84.32828231980793,0,0,48.52470416483519
59.17737773021013,7.001193691562313,1,0,45.84249902994927
80.78297901026326,61.48934956316041,0,1,115.3710579897908
20.8368653239246,83.08595501896654,0,1,78.21246976862295
49.025617683733046,59.17791369313553,0,0,73.80945099355421
8.87657574929449,99.66267491910786,1,0,51.93259805898952
33.45184763368094,17.940714050107342,0,0,40.73183513199842
84.17947541622274,51.22527259083412,1,1,102.95621662839524
25.535671822175253,6.816376124073331,1,0,18.83672551977687
71.60931693871555,77.26825262430857,1,1,105.92157986312674
89.42679807824148,86.79236660093483,1,0,109.9376217630606
78.28651405049033,7.763979288896106,1,1,76.51120088484032
66.41018970327575,68.67052108485167,0,1,107.46341230504645
87.72117326375985,9.490959201796212,0,0,79.92241821190599
19.99523654431885,81.38716065868245,0,1,76.68976956479631
27.695122490006018,8.446689033338073,0,0,31.37944250867385
68.52974181302831,47.94607736909464,0,0,83.79683213496997
50.05765735206891,71.3265446382669,1,0,70.70939820078857
69.55484770542417,74.16239521894956,0,0,97.72507577381413
95.08997035438372,71.67990255676483,0,0,116.9119275618894
48.10601912697364,9.912219526243671,1,1,53.44092506470075
5.076832102338013,16.81032494177115,0,0,17.466628152755987
64.01914439334867,65.189457975773,1,1,93.81004450256545
48.33449331638376,56.26480899888971,1,0,61.79999915255186
11.815336114060548,66.56721048387519,0,1,62.73587413318603
6.898298946257119,10.256179956153144,1,1,20.646729135082268
33.980965940856066,74.20222924756882,0,1,84.28588737646926
9.05768274328046,80.45412539318774,0,0,52.47320889121824
34.34381194531586,60.24275039390125,1,1,67.59642475320331
95.08517222667466,50.737000533192855,0,0,106.43663804793616
8.212526544336063,70.18759842739874,0,1,61.66382044916822
6.883843259828904,45.94899745451318,0,0,33.48157333511972
68.16409816289894,89.2265695922579,1,0,94.14456332644812
29.688046491656152,71.1049300047856,1,0,54.30290219571772
79.74383999087391,41.44530067704066,0,1,104.51772233121946
88.22909548645758,8.675636453611634,0,1,94.9210946159719
46.95480871119329,35.81431697513147,1,1,65.47100545652036
54.46785603962581,59.4123748930469,1,0,68.2804722782241
81.81666075180031,26.014716814644768,1,0,73.46068700876263
16.973916254313416,8.001139209743869,0,1,37.57970260832267
50.18916568904368,98.7024461835242,0,1,109.50255564299704
56.91852809991236,59.8567146885999,1,1,85.46317982422984
11.190830647286443,60.34129283060166,1,0,34.123310933129986
58.53795860457141,96.00240733384857,1,0,89.8315705505814
57.76479474510313,28.26093057971123,1,1,70.34230108593812
22.40082652180626,24.16579349978799,1,0,25.00355796733901
75.23381935472435,72.00738747427113,1,1,106.19074922091504
63.12598293552302,98.15346445492172,1,1,109.57751857587928
24.046450742038527,28.086474012709694,1,0,28.28039759998567
20.088196971334582,13.495804926620847,1,1,32.81846004037809
22.77032935908364,96.57371748844398,1,1,76.5031222314889
82.72097695549789,61.28956870098129,0,1,116.82156591488896
68.35476951128648,62.36626377512627,1,0,80.86694749659232
70.99512355546928,17.331313802095206,1,1,75.46175574542302
52.93558942646809,60.6245814564398,0,0,77.66076226939438
15.010862579253182,71.68251099533757,1,0,42.84994556107133
29.61975086378012,8.02527770390753,0,0,32.70843954297786
76.46727248967952,94.33757682429956,1,0,103.3426064038934
70.56849473607605,5.8791570683412,1,1,69.39437432303144
73.45711135371492,22.2659197944122,0,0,74.89864898017804
55.55422244878906,12.388567738217592,0,0,55.63766182814005
70.9951246246337,50.68816417661479,0,1,102.14018178801436
88.82111592873598,9.282097448750914,0,1,95.69794146736425
37.69224473999786,14.544409047042716,1,1,47.42600031551965
34.67906284899222,78.75933112003575,1,1,77.12291583921166
9.446328386165447,95.6031498846686,0,0,60.358637651266655
94.0928278361162,36.81559800024324,1,1,103.68206126901458
34.47138894233882,44.02150259907794,0,1,69.58786245341003
14.50813198665315,90.53002848365368,1,0,51.87151983114936
17.15625380895408,66.97475324333111,0,1,67.21237966882882
1.5284727685116684,82.40740184444859,0,1,62.42647913703362
23.57814491055997,24.262288800534147,1,0,25.99366032871505
16.88157379880344,94.0972038281256,0,1,80.55386095310554
94.9731532781322,22.426212037182516,0,1,107.19162864109704
82.56371170243855,53.05054202986966,1,0,87.57624037688568
84.37468889994769,65.40399131258144,0,0,105.20174677624888
33.85837496679136,59.60170175803305,0,1,76.8875508524496
34.74929544583716,20.95059710370312,0,1,58.27473490852128
56.28438241736918,91.42079644170794,0,0,95.73790415474932
72.06910229462233,71.22410245379758,0,1,113.26733306259666
96.5356800749154,36.67060014703593,1,1,105.56384413345027
39.22147368879483,58.59784544360814,1,0,55.676101672839934
1.970587368310306,94.6099603338788,0,0,53.88145006158764
8.787720565551382,13.77899637593213,0,0,18.91967464040717
50.661844726685615,89.52446172217667,0,0,90.29170664243682
98.02420427747782,46.7583068258122,0,1,121.79851683488836
44.572967474597526,47.988530167403695,1,0,54.65263906337987
49.3182897702698,48.85871132964284,0,1,83.88398748103725
97.16954401140464,49.56110670896933,1,1,112.5161885636084
15.52190855803335,25.25434910051888,0,0,30.04470139668612
66.777191444314,75.25908041710035,0,1,111.05129336400137
95.2164124528836,25.898598951477812,1,0,84.1224294380458
51.79458461096024,22.781540394484622,1,0,47.8264378860105
67.72772392337521,92.548084219374,1,1,110.45622124838718
59.10530099299206,94.68607622305,0,0,99.62727890591864
29.5244739570277,30.86468898987468,0,1,59.051923660559495
2.5007870337446336,26.86055596979443,0,1,35.43090761189292
98.57615426199966,75.85491331749765,1,0,111.78838006834856
73.34036651713782,32.05769709948051,1,1,84.70114176345052
4.300117447634677,61.6112495540214,1,0,29.24571873511844
75.97720700464116,89.31034682103198,1,1,115.43693901422893
7.311136330696966,62.74112927382711,1,1,47.21947370147113
86.32489600577703,1.912502097316404,1,1,80.01616785327984
2.8798208234699807,40.16880068851808,0,0,27.388257003035022
36.95696614766045,90.19863416693109,0,0,79.6648900015939
74.18408483981348,65.61893951978752,0,1,112.15673763174456
95.67710269594934,29.678826096885768,1,1,101.38109520520236
26.69663792518996,6.984594416538847,0,0,29.849607548421396
18.23401597111206,10.574100455695556,0,0,24.87426300473743
45.023714676675816,86.48839534184644,0,1,99.26316941226388
79.33928776094376,18.122255132679545,0,1,92.53255777509476
86.85420387898279,13.875299946648878,1,0,71.42101307651068
50.98277884856748,9.86264501429418,1,0,40.71754558600108
75.26160101222547,3.791429474360386,1,0,57.10499554696057
81.15500749922056,28.405303221676803,1,0,74.12665761021485
73.3126976917691,50.69687544600095,1,1,93.99859587641576
5.879986767168743,41.16442021497433,0,1,45.28619952122216
43.7704880312762,99.20514088916624,1,1,94.61896086960408
25.27791815812318,30.39638911718537,0,1,55.42052908509123
59.21407743796505,30.34597463938969,1,1,72.5442492700669
46.258679638632806,80.99986259870727,0,1,97.50687501025988
27.78100298343258,16.821371612347768,0,1,50.63548819291995
86.70743248613739,69.70840235073462,1,0,99.22014716427722
69.0246644493564,29.15810484367988,0,0,74.79878398132506
25.20098420003845,57.519888293711816,1,1,58.92073150688668
27.85363355178655,41.68101960121996,1,1,53.12341664203922
21.771411751528905,97.98421656209958,1,1,76.4092376822729
76.11821994026286,29.71922832472631,1,1,85.75419011457345
56.50923313282558,93.1294734616221,0,1,111.77212323707153
22.80271494880447,84.27255707448037,0,0,65.37845049628376
4.048908906291848,10.603100364867323,1,1,18.540677307467146
22.68535619291895,76.14114130450015,0,1,76.21885560658524
35.19154604952548,71.8463250494568,0,0,69.07639936434879
92.39441078908432,8.047336432797735,1,1,87.93919684766632
76.27292373650715,35.689091992939126,1,0,73.8628849856753
95.6737140406526,56.11468651927811,1,0,99.59631449216114
3.48163355222334,28.54940997331067,0,0,22.060011828434007
95.41791219504825,69.98618552848896,1,0,106.32742252028306
23.84526437781337,74.59252742469079,0,1,76.3724752145961
91.37066821682482,89.03163979328961,0,0,122.61235447010466
73.8482433937161,62.079957431949616,1,1,100.11857343094768
87.48966796442404,51.04946486089175,0,1,115.5164668019851
38.85298833081817,48.105430949780825,1,0,50.13510613954495
31.397923024020425,10.648134648157347,0,1,50.44240574329502
29.301158386170734,53.50288326372051,1,1,60.19236834079685
47.8772555911912,47.86222903805724,0,1,82.23291899198158
69.52780404178004,47.22192795774544,0,0,84.23320721229675
89.14324324129721,54.81644732320898,0,0,103.72281825464226
27.429562644499928,57.24494254373506,0,1,70.56612138746748
42.466415795872,95.27775886975564,1,1,91.61201207157544
52.01591424691835,85.26428660409626,1,1,94.2448746995828
57.66649613945399,0.5160329280658127,1,0,41.3912133755961
33.00599567718023,67.39832706544243,0,0,65.1039600744654
45.089233212535504,28.229838989293675,1,1,60.18630606467524
20.57517807315984,44.41478713386197,0,0,43.66753602545886
77.70762035208948,2.204256939539717,1,1,73.26822475144144
40.13153462727017,25.38416514361072,0,0,49.7973102736215
42.46227056609481,7.662238515131003,1,1,47.80093571044135
96.12010585341558,44.77195291485665,1,1,109.2820611401608
76.99137015517861,24.418387955773003,0,1,93.8022901020294
94.49175978531,60.334517316808586,1,1,115.7606664866523
17.489843909028114,17.734809697816534,0,1,42.85927997613076
2.7857886028609835,29.61035044776321,1,0,12.033806106170392
99.47071807282173,52.378504699122445,0,0,110.7658268078186
89.32306217916603,32.09139982082772,0,1,107.50414965374668
79.8116658537628,58.57626121867542,0,0,98.13746329234796
49.33789116056773,50.82323502160148,0,1,84.88193043925492
21.17010040144793,2.5102831077055465,1,1,28.19122187501112
4.106481432905628,44.53671545641234,1,1,35.55354287453067
92.76851115793852,82.73426781188488,0,1,135.5819428322933
36.4256754117666,79.17472726057913,0,0,73.72790395970284
3.0790794692414414,5.729803406346701,0,1,25.328165278566505
53.63884828950388,9.546002304351353,0,0,52.68407978377879
10.169899982201423,54.72803056924964,1,1,45.49993527038596
4.585825911748964,21.03693387013602,1,1,24.187127664467184
21.36531386422763,87.18473148442567,1,0,55.684616833594944
44.54686719690043,42.73546181738587,0,0,62.00522466621328
32.02616603723906,43.80699619956682,0,1,67.52443092957465
7.021511038703466,86.42289163771154,1,0,43.82865464981855
52.38041879088885,30.66149915317564,1,0,52.2350846092989
76.7731982659656,70.89965216232163,0,0,101.86838469393332
67.79075550465062,77.88846675198361,1,1,103.17683777971232
34.04376688174517,41.58853798973073,0,1,68.0292825002615
62.87755829368681,35.549673422538,1,1,78.07688334621845
15.03223536201591,31.33136176286588,0,0,32.69146917104567
52.01096830065891,1.7064895339008457,0,1,62.46201940747756
32.94382555353408,0.0184278162131734,1,1,36.36427435093385
49.5403260736968,9.622904355484984,0,0,49.44371303669993
13.563060213171884,94.64475771902656,0,0,63.17282703005078
75.76159858099267,97.47384490421082,1,1,119.34620131689954
50.54998677296263,24.40214656287129,1,1,62.64106269980575
49.93931881000256,71.53420535773573,0,0,80.7185577268699
8.76078177437778,45.10980436704628,1,0,24.563527603025364
31.02621423999562,18.87196782949192,1,1,44.256955306742455
58.52213083381053,53.73538575725282,1,0,68.68539754567483
24.527773155350875,28.45626420053412,1,0,28.85035062454776
41.23100839780853,15.592317505999375,0,0,45.78096547124651
89.44852474889477,44.77283076884151,0,0,98.94523518353658
35.01285135492246,11.710209703724129,1,0,28.865385935800035
66.04342264295724,99.45158545456732,1,1,112.56053084164944
96.43867723292053,35.09553444806226,1,1,104.69870901036757
37.88518350879788,84.83970906901482,1,1,82.7280013415457
72.61443423266437,51.16596808236245,1,1,93.67453142731271
33.588876666146106,50.44432823865751,1,0,47.093265452245646
39.66944223360432,30.80005818799114,1,0,42.13558288087903
13.372934883549393,37.390181773076016,0,1,49.39343879337753
61.142340565717134,61.963849422116304,0,0,84.89579716363187
65.57151695731261,16.722698527317238,0,1,80.8185628295087
83.16544851030389,64.30912420572923,1,1,108.68692091110772
40.540608953351175,95.64413630933616,0,1,100.25455531734904
65.3323702344876,15.11897485310223,0,1,79.8253836141412
84.76998633720977,20.661816686468747,1,1,88.1468974130022
88.57247967987017,8.663237012352665,0,0,80.18960225007247
7.2119872808053875,39.78785276898415,0,1,45.66351620913639
0.2837497153126977,78.0142952413326,1,0,34.23414739291646
3.365542786102416,9.748771458146589,0,0,12.566819957955229
28.468978001679623,11.929096886956913,1,0,23.739730844822155
5.37362617496192,67.37257966714726,0,1,57.98519077354317
22.23261054829836,30.52301145573412,0,0,38.04759416650575
32.17717560701813,77.20441058299625,0,0,69.34394577711262
92.46227130922534,35.76415751625623,1,0,86.85189580550839
97.71196314811584,6.885192191352385,0,0,86.61216661416887
92.7636433636782,45.799164982173714,1,1,107.11049718202942
62.11240303949332,66.6811698642738,1,0,78.03050736373154
47.9400227629132,64.19185797435357,0,1,90.44794719750736
41.03667364018801,31.928096970477583,1,0,43.7933873973892
85.90605310405354,42.15547383445144,1,1,99.80257940046856
93.069396899997,98.56584761753624,1,0,118.73844132876572
46.564460665230335,93.36707701691653,0,1,103.93510704064254
38.27417748912583,5.774886188134532,0,0,38.50678508536793
21.36831837073354,94.95849918219064,1,0,59.57390428768216
5.250012483781708,60.37466784229208,1,1,44.3873439081714
5.642666535005292,65.03719825861377,0,1,57.03273235731112
